Soil texture,Rainfall,SPI,TWI,Distance to river,Aspect,NDVI,Land cover,Profile curvature,Plan curvature,Slope,Altitude,Lithology
7,312,2303,5,60,225,11,5,0,0,6,1570,6
7,312,2744,5,0,244,10,5,0,0,3,1576,6
7,312,5268,5,120,266,12,5,0,0,4,1580,6
7,312,513,3,201,246,12,4,0,0,15,1592,5
7,312,206,3,284,149,12,5,0,0,8,1600,5
7,312,1274,4,400,149,10,5,0,0,2,1585,5
7,312,1433,4,488,296,14,4,0,0,14,1599,5
7,312,903,3,577,292,12,4,0,0,11,1621,5
7,312,574,3,695,311,13,4,0,0,10,1650,5
7,311,338,3,785,139,11,5,0,0,9,1653,5
7,311,1246,3,874,155,10,5,0,0,9,1644,5
7,311,1733,5,994,225,11,5,0,0,2,1639,5
7,311,10144,4,1083,225,12,5,0,0,5,1650,5
7,311,2837,4,1173,228,11,4,0,0,17,1661,5
7,311,1962,3,1293,232,12,4,0,0,25,1698,5
7,311,1112,3,1382,195,11,5,0,0,17,1718,5
7,311,2648,3,1472,223,11,5,0,0,27,1727,5
7,311,2755,3,1592,237,8,5,0,0,26,1771,5
7,311,1667,2,1682,253,10,4,1,-1,35,1803,5
7,310,106,4,1772,196,10,5,0,0,12,1841,5
7,310,958,2,1892,91,9,5,-3,0,38,1817,5
7,310,2078,3,1982,105,6,5,0,0,24,1747,5
7,310,3025,3,2047,117,6,5,0,0,26,1706,5
9,310,1972,3,2125,117,7,5,0,0,13,1667,5
9,310,235,5,2185,195,8,5,0,0,16,1658,5
7,310,122,4,2248,104,9,5,0,0,1,1664,5
7,310,2076,4,2333,127,7,2,0,0,7,1654,5
9,310,629,5,2397,148,6,5,0,0,5,1647,5
9,310,312,5,2460,153,11,5,0,0,3,1644,5
9,309,2754,4,2545,230,6,2,-1,0,15,1661,5
9,309,7068,4,2609,189,10,5,0,0,11,1658,5
9,309,1443,4,2672,193,10,5,0,0,10,1665,5
9,309,793,3,2757,193,11,4,0,0,15,1684,5
7,309,2741,4,2822,239,8,5,0,-1,12,1684,5
7,309,1089,3,2887,218,10,5,0,0,12,1712,5
7,309,680,3,2977,199,9,5,0,0,12,1725,5
7,309,1051,3,2977,166,8,5,0,0,16,1721,5
7,309,771,3,2919,159,9,5,0,0,17,1717,5
7,308,424,4,2844,329,13,4,0,0,4,1702,5
7,316,705,3,530,234,9,5,0,0,11,1700,4
7,316,888,4,600,158,10,5,0,0,12,1702,4
7,316,2189,4,674,239,11,5,0,0,12,1706,4
7,315,516,3,778,202,10,5,0,0,12,1735,4
7,315,420,3,859,223,11,5,0,0,13,1748,4
7,315,186,3,941,54,12,4,0,0,17,1748,4
7,315,849,3,1053,45,12,4,0,0,17,1719,4
7,315,1496,4,1138,45,11,4,0,0,16,1690,4
7,315,595,4,1224,167,12,4,0,0,6,1677,4
7,315,1121,3,1339,214,9,5,0,0,23,1699,4
7,314,32,5,1298,113,8,5,0,0,1,1711,4
7,314,594,3,1231,43,7,4,-1,0,32,1693,7
7,314,2150,3,1145,33,7,4,0,0,17,1650,7
7,314,2109,3,1082,46,8,4,0,0,21,1628,7
7,314,984,3,1018,51,7,5,0,0,11,1610,7
7,314,1868,4,937,124,9,5,0,0,5,1601,7
7,314,1356,4,882,237,13,5,0,0,9,1599,7
7,314,1039,3,833,212,10,5,0,0,11,1610,7
7,314,708,3,778,183,9,5,0,0,15,1633,7
7,314,3282,4,737,299,13,4,1,0,3,1622,7
7,313,1038,2,702,330,11,4,0,0,16,1651,7
7,313,1419,3,670,189,9,5,0,0,21,1653,6
7,313,1862,2,660,210,8,5,0,0,32,1675,6
7,313,783,2,624,186,9,5,0,0,12,1695,6
7,313,1563,2,558,63,13,4,0,0,31,1654,6
7,313,2866,3,510,68,14,4,0,-1,17,1612,6
7,313,1496,3,474,89,12,4,1,0,16,1591,6
7,313,1646,4,429,202,11,5,0,0,13,1587,6
7,313,1900,3,371,220,11,5,1,-1,21,1597,6
7,313,739,3,284,214,10,5,0,0,15,1620,6
7,312,657,2,174,71,13,4,0,0,31,1602,6
7,312,2492,4,90,70,11,5,0,0,7,1559,6
7,312,373,4,0,210,14,4,0,0,6,1570,6
7,312,1133,4,90,206,11,5,0,0,8,1575,6
7,312,511,4,180,196,9,5,0,0,11,1578,5
7,312,444,4,270,150,9,5,0,0,4,1576,5
7,312,2385,4,390,245,12,4,0,0,2,1583,5
7,312,772,3,480,306,5,4,0,0,19,1620,5
7,312,338,3,570,296,11,4,0,0,14,1638,5
7,312,423,3,690,160,10,5,0,0,18,1644,5
7,311,1321,3,780,147,9,5,0,0,19,1631,5
7,311,4602,4,870,237,12,5,0,0,4,1622,5
7,311,14376,4,990,221,10,5,0,0,11,1633,5
7,311,385,4,1080,225,11,4,0,0,8,1645,5
7,311,335,4,1170,171,11,5,0,0,9,1648,5
7,311,2348,3,1290,229,12,4,1,0,25,1660,5
7,311,10148,4,1380,220,11,5,0,0,15,1685,5
7,311,8995,4,1470,278,12,4,0,0,15,1705,5
7,311,2711,3,1590,232,8,5,0,0,20,1754,5
7,311,453,2,1680,223,8,4,0,1,22,1820,5
7,310,2318,3,1770,175,11,5,0,0,31,1808,5
7,310,2345,2,1866,141,8,5,1,0,34,1775,5
7,310,2723,2,1920,123,7,5,0,0,32,1724,5
7,310,3732,3,1978,127,6,5,0,0,24,1679,5
9,310,3338,3,2058,165,7,5,0,0,7,1655,5
9,310,4770,4,2121,174,9,5,0,0,7,1645,5
7,310,324,4,2185,212,9,5,0,0,8,1647,5
7,310,51,5,2269,100,9,5,0,0,7,1652,5
9,310,11753,4,2333,145,7,5,0,0,8,1634,5
9,309,1597,4,2397,188,10,5,0,0,7,1633,5
9,309,423,4,2482,197,7,5,0,0,12,1644,5
9,309,2675,4,2545,177,8,5,0,0,5,1643,5
9,309,2692,4,2609,212,10,5,0,0,11,1650,5
9,309,2757,4,2694,225,10,4,0,0,10,1665,5
7,309,713,3,2760,242,9,4,0,0,15,1680,5
7,309,830,4,2827,203,12,4,0,0,7,1697,5
7,309,175,3,2906,160,10,4,0,0,14,1706,5
7,309,1924,4,2895,172,9,5,0,0,15,1694,5
7,309,1733,4,2850,203,8,5,0,0,8,1695,5
7,309,2773,4,2773,323,9,4,0,0,4,1706,5
7,308,163,4,2718,246,10,5,0,0,5,1715,5
7,316,126,5,361,188,10,5,0,0,4,1680,4
7,316,2626,4,457,258,8,5,0,0,8,1682,4
7,316,135,4,536,258,10,5,0,0,4,1691,4
7,315,263,4,618,227,9,5,0,0,9,1702,4
7,315,2262,4,730,228,10,5,0,0,10,1712,4
7,315,1106,3,816,220,11,5,0,0,12,1721,4
7,315,1323,3,902,240,13,4,0,0,17,1740,4
7,315,96,3,1018,51,12,4,0,0,12,1748,4
7,315,1824,3,1106,70,12,4,1,0,26,1711,4
7,315,1518,3,1194,59,10,5,0,0,14,1691,4
7,314,1582,4,1312,192,11,4,0,0,7,1669,4
7,314,1362,3,1379,207,9,5,0,0,18,1682,4
7,314,875,3,1315,222,8,5,0,0,20,1702,4
7,314,477,3,1230,33,10,4,0,0,24,1699,7
7,314,1793,2,1166,50,6,2,-1,0,32,1670,7
7,314,2526,3,1106,37,7,5,0,0,16,1624,7
7,314,548,3,1032,69,8,5,0,0,17,1616,7
7,314,1786,4,982,141,10,5,0,0,5,1590,7
7,314,801,4,939,183,9,5,0,0,8,1588,7
7,314,2115,4,885,236,10,4,0,0,13,1605,7
7,313,709,3,846,231,10,5,0,0,19,1629,7
7,313,874,2,816,210,11,5,0,0,22,1650,7
7,313,365,3,789,97,9,5,0,0,20,1636,7
7,313,5387,3,774,189,9,5,0,0,19,1617,7
7,313,3285,3,725,227,8,5,0,0,30,1648,6
7,313,850,3,658,183,9,5,0,1,20,1668,6
7,313,1144,2,618,74,10,5,0,0,27,1644,6
7,313,1532,3,589,70,11,4,0,0,21,1604,6
7,313,2194,4,494,110,11,5,0,0,4,1574,6
7,313,1279,4,408,201,11,5,0,0,15,1574,6
7,312,2237,3,323,232,10,5,0,0,19,1586,6
7,312,435,3,210,215,13,4,-1,0,2,1609,6
7,312,967,2,120,48,11,4,0,0,26,1588,6
7,312,580,3,30,117,7,5,0,0,5,1560,6
7,312,1245,4,90,276,12,4,0,0,6,1561,6
7,312,126,4,180,276,11,5,0,0,6,1577,6
7,312,1231,3,270,282,14,4,0,0,23,1597,5
7,312,429,2,390,343,11,4,-1,0,11,1628,5
7,312,705,3,480,147,11,5,0,0,13,1617,5
7,312,703,3,570,188,11,4,0,0,11,1617,5
7,311,1587,3,690,170,9,5,0,0,18,1610,5
7,311,11213,4,780,201,10,5,0,0,9,1605,5
7,311,254,4,870,175,13,4,0,0,5,1614,5
7,311,2328,4,990,230,7,5,0,0,13,1621,5
7,311,1708,4,1080,197,10,5,0,0,15,1622,5
7,311,4301,4,1170,202,11,5,0,0,9,1628,5
7,311,4907,4,1290,226,12,5,0,0,11,1641,5
7,311,2291,3,1380,223,11,4,0,0,22,1665,5
7,311,2502,3,1470,223,10,4,0,0,22,1691,5
7,311,1953,2,1590,200,10,5,0,0,27,1719,5
7,310,4897,3,1647,190,9,5,2,-1,29,1717,5
7,310,1800,3,1698,141,10,5,0,1,13,1739,5
7,310,4803,3,1771,169,7,5,1,0,29,1709,5
9,310,2351,2,1828,123,7,5,1,0,32,1682,5
9,310,2481,3,1889,129,7,5,0,0,18,1656,5
7,310,2234,3,1972,146,7,5,0,0,13,1630,5
7,310,4596,4,2036,236,9,5,0,0,5,1626,5
7,310,81,5,2100,232,8,5,0,0,9,1632,5
7,310,188,4,2185,115,11,5,0,0,5,1642,5
7,310,1292,4,2248,96,7,5,0,0,13,1628,5
7,309,6425,5,2312,203,8,4,0,0,6,1618,5
7,309,2986,5,2397,216,10,5,0,0,9,1624,5
7,309,4119,5,2460,189,10,5,0,0,7,1631,5
7,309,2957,5,2525,213,12,5,0,0,6,1635,5
7,309,2706,4,2613,214,9,5,0,0,11,1647,5
7,309,3090,4,2681,211,9,5,0,0,11,1658,5
7,309,1712,3,2750,220,8,5,0,0,17,1679,5
7,309,283,4,2787,136,7,5,0,0,10,1681,5
7,309,525,3,2776,263,10,5,0,0,17,1692,5
7,309,287,3,2760,271,10,4,0,0,14,1709,5
7,308,79,4,2681,38,8,5,0,0,6,1728,5
7,308,641,4,2623,8,13,4,0,0,11,1722,5
7,308,153,4,2568,347,12,4,0,0,6,1728,5
7,316,30,6,234,180,10,5,0,0,4,1675,4
7,316,362,5,308,248,11,5,0,0,2,1673,4
7,316,212,5,417,288,9,5,0,0,5,1683,4
7,316,667,4,502,183,10,5,0,0,3,1679,4
7,315,1134,4,589,207,10,5,0,0,13,1687,4
7,315,2035,4,706,241,12,4,0,0,11,1697,4
7,315,630,3,794,205,9,5,0,0,11,1713,4
7,315,962,3,882,243,13,4,0,0,17,1730,4
7,315,260,3,1001,254,13,4,0,0,3,1745,4
7,315,2915,3,1090,51,12,4,-1,0,27,1738,4
7,315,1796,3,1179,23,10,4,0,0,17,1708,4
7,314,1625,3,1298,58,10,5,0,1,24,1684,4
7,314,2130,3,1388,140,10,4,0,0,6,1656,4
7,314,1643,3,1379,225,11,5,0,0,20,1669,4
7,314,371,3,1294,212,9,5,-1,0,20,1705,4
7,314,1224,2,1233,51,8,5,0,0,22,1698,7
7,314,2237,2,1176,34,7,2,0,-1,22,1650,7
7,314,1056,3,1106,58,8,5,0,0,22,1629,7
7,314,1206,3,1060,56,8,5,0,0,13,1603,7
7,314,393,4,1020,84,9,5,0,0,4,1586,7
7,314,852,4,966,206,10,5,0,0,10,1596,7
7,313,851,3,930,205,9,5,0,0,16,1607,7
7,313,1436,3,902,204,10,5,0,0,20,1614,7
7,313,588,3,878,178,9,5,0,0,11,1626,7
7,313,14241,4,849,82,10,5,2,-1,20,1599,7
7,313,1816,3,798,201,9,5,0,0,24,1599,7
7,313,3045,3,737,209,10,5,1,0,28,1622,6
7,313,299,2,702,165,10,4,0,1,16,1648,6
7,313,1179,3,630,53,11,4,0,0,24,1621,6
7,313,1325,3,510,72,12,4,0,0,9,1579,6
7,313,101,5,420,135,10,5,0,0,4,1566,6
7,312,3705,4,330,249,9,5,0,0,13,1566,6
7,312,590,3,210,247,10,4,0,0,6,1600,6
7,312,448,3,120,131,12,5,0,0,17,1588,6
7,312,972,3,30,83,12,5,0,0,13,1562,6
7,312,1194,4,90,255,11,4,0,0,11,1557,6
7,312,1825,3,180,309,13,4,0,0,17,1575,6
7,312,1859,3,270,270,11,4,-1,0,15,1610,6
7,312,280,3,390,140,11,5,0,0,10,1613,5
7,312,1467,4,480,239,12,5,0,0,2,1607,5
7,312,81,4,570,143,11,5,0,0,9,1608,5
7,311,2148,4,690,195,8,5,0,0,6,1587,5
7,311,455,5,780,267,11,5,0,0,5,1598,5
7,311,981,4,870,172,10,5,0,0,5,1601,5
7,311,557,4,990,163,6,5,0,0,14,1601,5
7,311,13285,4,1080,263,12,4,0,0,13,1601,5
7,311,14306,4,1170,266,11,4,0,0,3,1617,5
7,311,4934,4,1290,213,11,5,0,0,10,1630,5
7,311,2984,3,1380,226,11,5,0,0,17,1642,5
7,311,1695,3,1462,216,10,5,0,0,17,1663,5
7,310,2380,3,1523,245,10,4,0,0,17,1695,5
7,310,8150,3,1572,236,9,4,0,1,14,1710,5
7,310,382,2,1626,144,11,4,1,0,23,1714,5
7,310,6361,3,1701,154,10,5,0,0,29,1666,5
9,310,3647,2,1761,141,7,5,1,0,31,1638,5
9,310,2901,3,1824,173,7,5,0,0,11,1632,5
7,310,2116,4,1909,121,10,5,0,0,7,1619,5
7,310,244,5,1972,287,8,5,0,0,7,1629,5
7,310,583,4,2036,237,10,5,0,0,7,1626,5
7,310,370,4,2121,172,10,5,0,0,13,1631,5
7,309,543,4,2185,135,10,5,0,0,10,1621,5
7,309,71,5,2248,180,6,5,0,0,3,1615,5
7,309,1124,5,2333,336,9,4,0,0,9,1619,5
7,309,17631,5,2397,338,7,4,1,0,9,1621,5
7,309,10398,5,2464,351,7,4,0,0,11,1631,5
7,309,12589,5,2554,331,8,5,0,0,8,1644,5
7,309,3325,4,2623,294,10,5,0,0,5,1649,5
7,309,1235,4,2694,228,7,5,0,0,12,1659,5
7,309,265,4,2698,175,9,5,0,0,5,1670,5
7,309,1093,3,2686,252,9,4,0,0,18,1684,5
7,309,1055,3,2678,232,10,5,0,0,17,1700,5
7,308,569,3,2613,243,8,4,-1,0,14,1735,5
7,308,139,4,2554,121,12,4,0,0,5,1733,5
7,308,26,5,2497,220,11,5,0,0,8,1729,5
7,308,82,5,2424,260,10,5,0,0,2,1738,5
6,342,2205,2,2133,230,12,4,0,0,28,1908,9
6,342,3787,2,2140,228,9,4,0,0,41,1958,9
9,342,842,2,2121,143,9,5,-1,0,24,1983,9
9,342,1174,2,2057,161,10,5,0,0,33,1960,9
9,342,1494,2,1995,161,10,5,1,0,29,1941,9
9,342,1744,2,1916,208,10,4,-2,3,36,1967,9
7,342,1903,2,1860,144,10,4,0,0,35,1938,9
7,342,1604,2,1806,149,9,5,0,0,29,1908,9
7,342,1496,2,1739,195,9,5,0,-1,26,1884,9
7,342,1434,2,1693,128,9,5,-1,1,38,1883,9
7,342,1086,2,1650,164,12,4,0,0,15,1838,9
7,342,1260,2,1599,206,10,4,1,0,31,1821,9
9,342,465,3,1566,213,11,4,0,0,19,1853,9
9,342,663,2,1537,153,11,4,0,-1,39,1839,9
7,342,1453,2,1506,190,10,4,0,0,37,1848,9
7,342,960,2,1489,204,11,5,0,0,28,1876,9
9,342,967,2,1477,232,11,4,0,0,19,1897,9
7,316,67,5,108,164,9,5,0,0,2,1674,4
7,316,722,5,189,119,11,5,0,0,2,1668,4
7,316,1200,5,276,242,11,5,0,0,8,1670,4
7,316,144,4,394,208,9,5,0,0,3,1686,4
7,315,1725,5,483,103,8,5,0,0,7,1675,4
7,315,2116,5,573,246,10,5,0,0,4,1678,4
7,315,8134,4,692,268,10,5,0,0,6,1690,4
7,315,1814,4,782,231,10,5,0,0,3,1698,4
7,315,1805,4,872,250,9,5,1,0,20,1706,4
7,315,1158,3,991,244,12,4,0,0,17,1744,4
7,315,100,3,1081,112,11,4,0,1,6,1754,4
7,315,495,3,1171,64,10,5,0,0,19,1727,4
7,314,1840,3,1291,70,10,4,0,-1,24,1686,4
7,314,1371,3,1381,60,9,4,0,0,11,1660,4
7,314,1988,4,1442,206,9,5,0,0,5,1650,4
7,314,1719,3,1360,220,11,5,0,0,20,1668,4
7,314,743,2,1302,205,8,5,0,0,23,1691,4
7,314,396,2,1248,68,9,5,0,0,17,1679,7
7,314,225,2,1183,87,7,5,0,0,24,1647,7
7,314,1259,3,1140,97,7,5,0,0,19,1608,7
7,314,633,4,1100,81,9,5,0,0,9,1588,7
7,313,388,5,1047,180,12,5,0,0,7,1583,7
7,313,1435,4,1015,196,13,5,0,0,11,1585,7
7,313,2003,3,989,206,10,5,0,0,16,1591,7
7,313,1234,3,967,196,11,5,0,0,17,1600,7
7,313,222,3,924,121,9,5,0,1,10,1613,7
7,313,501,4,874,73,9,5,0,0,9,1590,7
7,313,4078,4,810,215,9,5,0,0,20,1587,7
7,313,1317,2,720,224,10,4,0,0,28,1616,6
7,313,312,3,630,127,9,4,0,0,5,1633,6
7,313,1364,3,510,68,11,4,0,0,19,1588,6
7,312,882,3,420,87,11,5,0,0,9,1566,6
7,312,1667,4,330,227,9,5,0,0,7,1560,6
7,312,627,3,210,197,10,5,0,0,19,1581,6
7,312,710,3,120,125,10,5,0,0,15,1572,6
7,312,1360,3,30,139,10,5,0,0,11,1555,6
7,312,620,4,90,284,13,4,0,0,18,1561,6
7,312,436,3,180,260,11,4,0,0,11,1588,1
7,312,496,4,270,231,12,5,0,0,8,1599,1
7,312,384,3,390,133,11,5,0,0,11,1598,1
7,312,1426,4,480,252,13,4,1,0,13,1593,5
7,311,127,3,570,95,11,5,0,0,13,1597,5
7,311,8579,5,690,260,9,5,0,0,11,1584,5
7,311,97,5,780,218,12,5,0,0,3,1596,5
7,311,317,4,870,147,11,5,0,0,4,1592,5
7,311,18999,5,990,227,9,5,0,0,8,1590,5
7,311,194,4,1080,222,11,5,0,0,8,1607,5
7,311,1057,4,1170,189,13,5,0,0,6,1612,5
7,311,2921,4,1290,196,12,5,0,0,11,1613,5
7,311,1941,3,1341,210,12,5,0,0,12,1624,5
7,311,5369,3,1384,226,11,5,0,0,20,1638,5
7,310,2508,3,1447,211,11,5,0,0,21,1678,5
7,310,851,3,1500,220,11,4,0,0,18,1690,5
7,310,821,2,1555,140,11,5,0,0,30,1686,5
7,310,1953,3,1634,133,10,5,0,0,23,1638,5
7,310,6239,3,1697,143,8,5,0,0,23,1618,5
7,310,9822,4,1760,199,6,5,0,0,20,1603,5
7,310,6182,4,1845,180,11,5,0,0,10,1606,5
7,310,436,2,1909,190,10,5,0,1,18,1618,5
7,310,2777,4,1972,174,8,5,0,0,15,1606,5
7,310,2578,4,2057,199,9,5,0,0,9,1607,5
7,309,1293,4,2121,198,8,5,0,0,1,1607,5
7,309,12933,4,2185,334,11,4,0,0,15,1618,5
7,309,1281,4,2270,326,9,5,0,0,9,1640,5
7,309,3908,4,2336,350,7,5,0,0,11,1641,5
7,309,883,4,2404,331,6,5,0,0,5,1652,5
7,309,4446,4,2497,304,6,5,0,0,7,1651,5
7,309,845,4,2568,341,11,5,0,0,11,1660,5
7,309,3092,4,2629,344,7,5,0,0,10,1659,5
7,309,2628,5,2609,285,8,5,0,0,10,1668,5
7,309,731,4,2597,286,7,5,0,0,9,1679,5
7,308,7859,5,2588,279,7,5,0,0,7,1688,5
7,308,818,4,2546,216,8,5,0,0,13,1709,5
7,308,9401,4,2486,206,10,4,0,0,5,1714,5
7,308,2559,4,2427,310,12,4,0,0,8,1722,5
7,308,1462,4,2352,318,13,4,0,0,5,1740,5
7,308,1156,3,2298,306,12,5,0,0,6,1748,5
6,342,9067,3,2013,294,13,4,0,-1,39,1885,9
6,342,2903,3,2020,278,10,4,0,-1,20,1930,9
9,342,22,5,2036,100,11,4,0,0,18,1955,9
9,342,7615,3,1973,89,12,4,2,-1,25,1905,9
9,342,3835,3,1909,141,9,5,-2,0,35,1884,9
9,342,6688,3,1826,210,10,4,-2,0,33,1891,9
7,342,569,3,1766,152,11,4,0,0,12,1892,9
7,342,868,3,1710,92,10,4,-3,0,31,1877,9
7,342,7545,3,1639,172,10,5,0,0,26,1817,9
7,342,669,2,1590,157,12,4,-1,2,24,1823,9
7,342,3326,3,1544,152,10,5,0,1,26,1801,9
7,342,2920,3,1489,140,12,4,0,0,25,1772,9
9,342,3181,2,1453,198,12,4,0,0,31,1756,9
9,342,6198,2,1423,185,10,4,-1,0,28,1753,9
7,342,10953,3,1389,226,10,5,0,0,18,1784,9
7,342,3327,3,1371,239,10,4,0,0,17,1812,9
7,342,8064,3,1358,235,11,4,-1,0,31,1849,9
9,342,3657,3,1350,263,10,4,0,0,23,1906,9
7,342,1108,2,1351,259,13,4,-1,0,29,1948,9
7,342,883,3,1358,254,11,4,0,0,19,1970,9
6,342,276,2,1376,119,12,4,0,0,13,1991,9
6,342,337,3,1397,117,10,5,0,0,9,1971,9
7,316,346,4,90,178,9,5,0,0,8,1665,4
7,316,260,5,180,239,13,5,0,0,4,1666,4
7,316,183,5,270,263,9,5,0,0,4,1672,4
7,315,531,4,390,175,10,5,0,0,6,1669,4
7,315,249,5,480,240,10,5,0,0,7,1673,4
7,315,237,4,570,271,9,4,0,0,9,1685,4
7,315,332,4,690,202,9,5,0,0,8,1697,4
7,315,308,3,780,295,10,4,0,0,13,1713,4
7,315,286,3,870,327,11,4,0,0,8,1718,4
7,315,135,4,990,185,9,5,0,0,9,1721,4
7,315,1340,3,1080,144,9,5,0,0,15,1711,4
7,315,2685,3,1170,185,10,5,0,0,19,1699,4
7,314,352,3,1290,119,12,5,0,0,7,1694,4
7,314,1698,3,1380,12,14,4,0,0,13,1670,4
7,314,708,3,1470,30,10,4,0,0,20,1670,4
7,314,7923,4,1452,144,10,5,0,0,2,1639,4
7,314,1468,3,1398,197,11,5,0,0,16,1645,4
7,314,727,2,1348,165,9,5,0,0,17,1653,4
7,314,1144,3,1288,117,7,5,0,0,27,1627,7
7,314,29622,5,1247,20,8,5,0,-1,12,1598,7
7,314,1318,3,1207,351,8,4,0,0,23,1610,7
7,313,1636,3,1158,26,9,4,0,0,22,1601,7
7,313,1313,3,1129,32,10,5,0,0,9,1585,7
7,313,688,4,1106,98,10,5,0,0,6,1577,7
7,313,1135,4,1074,208,11,5,0,0,8,1575,7
7,313,1098,3,1020,200,9,5,0,0,16,1578,7
7,313,320,3,930,145,9,5,0,0,9,1585,7
7,313,325,4,810,126,11,5,0,0,9,1573,7
7,313,2134,3,720,213,10,4,0,0,17,1574,7
7,313,1139,2,630,207,10,4,0,0,27,1600,6
7,313,180,3,510,76,8,5,0,0,18,1598,6
7,312,1648,3,420,88,9,5,0,0,15,1567,6
7,312,1345,4,330,161,8,5,0,0,4,1554,6
7,312,869,4,210,178,8,5,0,0,6,1547,6
7,312,100,4,120,161,14,5,0,0,3,1550,6
7,312,198,4,30,147,9,5,0,0,3,1545,6
7,312,1524,4,90,257,14,5,0,0,21,1563,1
7,312,1172,4,180,194,10,5,0,0,7,1573,1
7,312,848,3,270,231,11,4,0,0,18,1584,1
7,312,202,3,390,135,10,5,0,0,9,1591,1
7,311,3314,4,480,253,13,4,0,0,11,1581,1
7,311,34,5,570,83,11,5,0,0,11,1592,1
7,311,918,4,690,245,8,5,0,0,7,1577,5
7,311,324,4,780,186,12,5,0,0,5,1585,5
7,311,543,4,870,198,11,5,0,0,4,1587,5
7,311,258,5,990,0,10,5,0,0,0,1579,5
7,311,533,4,1080,257,11,5,0,0,6,1593,5
7,311,425,4,1142,194,12,5,0,0,9,1599,5
7,311,8294,4,1194,196,11,5,0,0,10,1597,5
7,311,2427,3,1235,196,11,5,0,0,12,1603,5
7,310,3962,4,1281,196,11,5,0,0,13,1600,5
7,310,3166,3,1350,231,11,4,0,0,26,1634,5
7,310,901,3,1405,140,10,5,0,0,22,1651,5
7,310,3658,3,1465,153,11,5,0,0,30,1621,5
7,310,5247,3,1548,167,12,5,0,0,25,1590,5
7,310,2377,4,1612,141,13,5,0,0,12,1579,5
7,310,10106,4,1675,316,13,4,0,0,11,1577,5
7,310,990,4,1760,350,8,4,1,0,5,1582,5
7,310,4229,4,1824,337,10,4,0,0,10,1592,5
7,310,2827,3,1888,312,7,4,1,0,26,1604,5
7,309,1728,3,1972,357,8,4,0,0,9,1632,5
7,309,3876,3,2036,344,8,5,0,0,15,1630,5
7,309,4200,3,2101,340,10,5,0,0,10,1642,5
7,309,2939,4,2190,318,10,5,0,0,6,1647,5
7,309,450,4,2258,315,8,5,0,0,9,1658,5
7,309,761,3,2328,356,9,4,0,0,12,1664,5
7,309,1371,4,2424,318,10,5,0,0,9,1669,5
7,309,2781,4,2497,1,6,2,0,0,12,1677,5
7,309,3487,4,2512,358,6,5,0,0,9,1675,5
7,309,648,5,2490,45,9,2,0,0,3,1672,5
7,308,2444,5,2478,267,9,5,0,0,11,1679,5
7,308,214,4,2468,244,9,5,0,0,10,1694,5
7,308,123,4,2460,234,9,5,0,0,6,1703,5
7,308,563,3,2397,254,10,5,0,0,10,1719,5
7,308,690,3,2336,284,8,5,-1,0,8,1745,5
7,308,568,2,2258,305,8,4,0,0,13,1769,5
7,308,304,3,2202,339,9,4,-1,0,14,1784,5
7,308,295,3,2148,325,10,4,0,0,16,1792,5
7,342,2730,3,1923,305,10,4,0,-1,26,1909,9
7,342,830,3,1931,266,11,4,0,0,11,1946,9
6,342,312,2,1948,142,11,4,0,0,21,1940,9
6,342,1041,3,1913,119,11,4,-2,2,26,1925,9
7,342,1988,2,1846,113,12,4,4,-3,40,1844,9
7,342,8706,3,1760,247,14,4,2,-1,30,1823,9
7,342,747,3,1699,252,11,4,0,0,21,1879,9
7,342,649,3,1640,64,11,4,-2,1,25,1884,9
9,342,10077,3,1566,77,13,4,0,-1,29,1789,9
9,342,5712,2,1514,147,12,4,3,-2,21,1742,9
9,342,2798,3,1466,181,10,4,0,0,29,1754,9
9,342,5123,3,1408,128,10,5,0,0,17,1734,9
7,342,3503,3,1370,183,10,4,0,0,17,1716,9
7,342,11672,4,1337,284,12,4,0,0,18,1730,9
7,342,17105,4,1302,295,11,4,0,-1,22,1785,9
7,342,3039,3,1282,302,13,4,0,0,19,1815,9
7,342,6664,3,1268,285,13,4,0,0,24,1845,9
9,342,1675,3,1260,219,12,4,0,0,21,1884,9
6,342,1733,2,1261,230,10,4,0,0,31,1920,9
6,342,2168,3,1268,222,10,4,0,0,29,1943,9
7,342,1046,2,1288,181,11,5,0,0,20,1960,9
7,342,822,3,1310,140,10,5,0,0,16,1955,9
7,342,1855,3,1337,128,11,4,0,0,18,1931,9
9,342,753,3,1376,191,10,5,0,0,16,1923,9
9,342,303,3,1404,200,10,4,0,0,10,1927,9
9,342,546,3,1437,93,11,4,0,0,11,1917,9
9,342,2710,3,1489,88,11,4,0,0,20,1868,9
9,342,350,2,1513,157,11,4,0,0,13,1840,9
9,342,180,3,1537,175,9,5,0,0,16,1836,9
7,316,448,5,0,260,9,5,0,0,5,1659,4
7,316,584,4,120,167,8,5,0,0,6,1653,4
7,316,388,4,201,221,9,5,0,0,10,1659,4
7,316,129,4,284,178,9,5,0,0,6,1666,4
7,315,187,5,400,327,13,5,0,0,3,1669,4
7,315,2071,4,488,288,14,4,0,0,5,1668,4
7,315,291,4,577,208,10,5,0,0,8,1677,4
7,315,883,4,695,251,12,5,0,0,15,1685,4
7,315,393,3,785,201,8,5,0,0,13,1704,4
7,315,335,3,874,167,9,5,0,0,14,1706,4
7,315,1139,3,994,180,8,5,0,0,13,1694,4
