Soil texture,Rainfall,SPI,TWI,Distance to river,Aspect,NDVI,Land cover,Profile curvature,Plan curvature,Slope,Altitude,Lithology,Longitude,Latitude
7,273,486,4,757,255,14,3,0,0,3,1314,1,53.72826691530,28.50523963150
9,289,361,5,342,189,8,5,0,0,2,1204,1,53.64386033290,28.69061997430
9,293,909,4,937,343,9,5,0,0,5,1103,10,53.38110244580,28.48482077230
7,270,790,4,2015,109,15,5,0,0,11,1975,5,53.70760206050,28.39012101160
7,320,1982,3,429,331,13,3,0,0,23,1273,2,52.98580952410,28.65220776150
7,326,42,5,849,78,16,4,0,0,10,1355,1,52.92205485090,28.70801104960
9,339,207,4,931,225,11,4,0,0,3,1306,9,53.04992948600,28.83361986870
7,270,61,5,234,120,30,3,0,0,1,978,1,53.63027905670,28.30666713500
7,303,889,2,725,135,12,5,0,0,8,1186,3,53.31101014900,28.58974659040
7,266,5812,3,361,66,12,5,0,0,12,1576,1,53.79866176920,28.40993512790
7,279,9380,2,711,299,12,4,-1,0,37,1762,3,53.60689543760,28.46426201750
7,300,3633,3,1779,0,15,5,0,0,18,1250,3,53.43781573020,28.62986071960
7,269,970,3,1200,198,10,5,-1,1,17,1590,5,53.70086898160,28.37021056090
7,316,312,5,300,347,7,5,0,0,3,1269,1,53.37662981370,28.75252932020
9,279,1627,3,534,255,10,5,-1,1,17,1293,2,53.75313971180,28.65530117880
7,329,359,4,757,216,11,5,0,0,13,1300,1,53.05392620750,28.74903720440
9,274,1344,5,973,356,10,5,0,0,4,1088,1,53.59604731880,28.35053018630
7,336,2408,3,540,289,15,4,0,0,27,2647,8,52.90317450060,28.80231211050
9,282,54,5,2292,78,7,5,0,0,2,1084,1,53.65129649610,28.57932261370
9,288,399,5,362,251,10,5,0,0,1,1145,12,53.41737324260,28.44708757640
9,339,262,4,67,225,10,5,0,0,4,1250,9,53.00047060580,28.83404702880
9,257,2794,3,268,246,9,5,0,0,11,1222,3,53.95207907970,28.37317609410
7,276,3585,1,2539,285,7,4,-4,0,33,2017,3,53.66273078480,28.46361624040
7,274,337,5,2862,315,21,3,0,0,1,1191,1,53.74595176980,28.53935039860
9,257,431,5,657,236,9,5,0,0,1,1198,3,53.96286803110,28.36848471410
7,297,305,5,420,307,11,5,0,0,2,1033,1,53.32568835950,28.50476115380
9,300,678,5,550,140,9,5,0,0,3,1177,2,53.57587154770,28.75787427440
7,274,83,5,3476,128,10,5,0,0,6,1196,1,53.73660235000,28.53824803400
7,321,223,3,174,128,19,3,0,0,9,1800,13,52.92955050280,28.65269766790
9,263,5099,4,778,201,10,5,0,0,5,1513,9,53.89525217690,28.47565288730
7,266,2687,4,5034,16,7,5,0,0,4,1631,12,53.81418479750,28.46916308270
7,315,77,6,1194,11,10,5,0,0,2,1261,9,53.39221823430,28.75148869910
7,303,8239,3,816,6,13,4,0,0,33,1452,3,53.29968644520,28.58510042180
9,263,100,5,570,195,6,2,0,0,6,1312,9,53.92227277510,28.51985734780
7,323,10177,3,1261,31,15,4,0,0,23,1704,2,52.92975369870,28.67367891720
7,294,3720,2,1779,321,15,4,-2,2,49,1581,3,53.24943775670,28.44409269670
9,277,96,5,90,182,8,2,-1,0,13,1061,10,53.53237692410,28.35914138650
7,261,552,3,308,45,10,4,0,0,11,1396,12,53.92000998810,28.44780367640
7,317,335,3,1030,167,8,5,0,0,12,993,9,53.10616751230,28.63828396130
7,300,6039,3,3303,216,16,4,1,-2,6,1306,3,53.18323256300,28.48171766380
9,329,3035,3,1739,222,9,5,0,0,21,1337,2,52.93973667710,28.73873359870
7,260,864,3,120,176,7,5,0,0,21,1260,2,53.91597617170,28.38099391170
7,277,264,5,1705,86,14,3,0,0,3,1162,1,53.75674257510,28.62053821070
7,302,3588,3,2135,126,13,5,-2,2,34,1597,3,53.29534130950,28.56348647980
7,321,323,4,993,192,11,5,0,0,9,1010,1,53.06096220910,28.67569901560
7,308,585,3,3660,74,12,4,-1,0,25,1962,3,53.34576166930,28.65504026880
9,277,1632,4,617,30,10,5,0,0,6,1084,12,53.54808618620,28.37275825800
7,278,4080,3,276,26,13,4,1,0,19,1444,4,53.57333296350,28.41479391550
0,0,0,0,0,0,0,0,0,0,0,0,0,52.81229352910,28.70855892810
7,301,393,5,30,135,5,6,0,0,1,954,1,53.39601691180,28.61082238470
9,289,481,4,1148,21,10,5,0,0,19,1174,12,53.38650534320,28.43898578630
7,313,395,3,120,118,13,4,0,0,24,1364,8,53.04371997690,28.59636785700
7,313,18412,4,1328,336,14,5,0,0,24,1173,3,53.15911451000,28.61980454490
7,312,2990,4,1779,4,15,4,0,0,9,1458,3,53.18791323540,28.62355208720
7,305,117,5,390,0,30,3,0,0,1,956,1,53.31271416480,28.61499999160
7,303,142,3,657,327,14,5,-1,0,7,1062,1,53.33749373840,28.60099001660
7,266,9683,4,1682,270,10,4,0,0,2,1738,12,53.85243833160,28.48518519770
7,261,2182,3,429,273,8,4,-1,1,23,1451,1,53.91168922320,28.46060638010
7,300,1502,3,1206,312,13,4,0,0,12,1795,3,53.33530057860,28.56678596770
9,257,679,4,1230,265,11,4,0,0,9,1311,2,53.94295315750,28.38624992150
7,296,1094,4,1380,53,11,5,0,0,16,1094,1,53.30590494360,28.48258990990
7,311,85,5,424,71,8,2,0,0,3,1222,9,53.44070017030,28.75298704080
7,330,1805,4,429,280,12,4,0,0,8,1342,8,52.91088561000,28.75005857890
7,292,163,5,400,171,19,3,0,0,1,1017,1,53.56524728460,28.64747866190
7,278,12261,4,330,9,13,4,0,0,21,1468,3,53.63396048400,28.47883234040
7,321,283,3,192,323,9,5,0,0,7,2402,3,53.22264516110,28.72418282370
7,271,832,3,2787,336,12,4,0,0,9,1418,12,53.76229498210,28.50004311180
7,288,345,5,2188,78,26,3,0,0,3,1052,3,53.51509622850,28.52243110950
7,277,100,5,1973,213,10,3,0,0,1,1120,1,53.70792285630,28.56119343480
7,320,828,4,254,23,22,3,0,-1,9,1168,2,52.98745106430,28.65588772860
9,335,1834,2,270,177,8,5,0,0,33,1175,9,53.05341889450,28.79658018270
7,310,71035,5,1295,279,21,4,0,-2,11,1330,3,53.22500495100,28.61380430770
9,282,82,6,3198,345,8,5,0,0,1,1086,9,53.63893703700,28.57103146180
7,298,1890,3,502,59,15,5,0,0,21,1102,10,53.25050016290,28.49854471910
9,298,2122,4,270,325,15,5,0,0,3,1096,3,53.45958517750,28.62823817880
4,335,254,4,1328,270,14,4,0,0,0,2719,8,52.94259359710,28.79364269010
9,298,2102,3,134,10,13,5,0,0,21,1224,3,53.49914488070,28.66395884180
9,323,1104,4,664,92,9,5,0,0,10,983,9,53.11712600500,28.70033412190
7,325,843,5,268,258,10,6,0,0,2,917,9,53.12702497660,28.72447233240
9,295,146,6,201,161,8,5,0,0,1,1127,9,53.60222351550,28.73710427440
7,301,1071,3,445,72,10,5,0,0,13,1196,1,53.49527623920,28.69609346430
9,284,641,5,785,315,10,5,0,0,3,1113,9,53.67312683140,28.63880448520
9,298,41,6,458,120,7,2,0,0,1,1145,9,53.56837258690,28.73618890630
7,289,1337,4,780,18,11,4,0,0,6,1275,3,53.48596643410,28.51314348880
7,276,1121,3,1909,193,11,5,0,0,15,1305,9,53.70596611070,28.52866826630
7,298,2112,3,216,88,11,5,1,0,12,1034,10,53.29846191000,28.50295951150
7,289,832,4,1950,19,13,5,0,0,11,1200,1,53.44048320400,28.47152260740
7,309,1930,3,1637,201,12,5,0,0,32,1640,3,53.22387012280,28.60044548890
7,276,149,5,2028,30,14,5,0,0,1,1134,1,53.72067562460,28.55660882450
7,306,83,5,60,140,7,5,0,0,3,1197,2,53.45527701150,28.72129477290
7,273,4284,3,960,334,14,5,1,0,42,1253,3,53.55713325500,28.30636288820
7,260,615,4,635,240,8,5,0,0,7,1458,9,53.95730155350,28.49636319720
7,265,791,4,3349,247,12,5,0,0,6,1709,12,53.85204145320,28.46057220220
7,338,19109,4,804,43,18,4,0,0,23,1718,2,52.95366978830,28.81872495700
9,260,165,5,256,77,8,5,0,0,3,1359,12,53.92670315010,28.44328976840
7,273,110,5,530,275,10,5,0,0,4,1306,1,53.72438661370,28.50506461830
7,303,455,4,381,29,16,5,0,0,8,904,12,53.19365265010,28.52479181650
4,274,8575,4,1618,67,14,4,0,0,16,2337,3,53.68841809960,28.44532237310
4,267,10262,3,1344,45,14,4,0,0,40,2273,3,53.78296287850,28.40818838660
7,281,60,5,1650,208,12,5,0,0,8,1098,1,53.63915657080,28.54121926440
7,303,5531,4,1830,358,16,4,0,0,14,1080,12,53.22388803550,28.53929904510
7,292,82,5,420,45,20,5,0,0,1,1005,1,53.50695536590,28.58275181200
7,263,590,4,894,346,13,4,0,0,11,1540,10,53.86048977050,28.40312409280
9,275,1987,4,67,329,11,5,0,0,13,1212,12,53.60125770860,28.37236515360
9,297,455,3,630,31,9,5,0,0,9,1074,3,53.51838278440,28.66177462500
7,255,3433,4,1451,329,14,4,0,0,6,1515,1,54.00211415620,28.38266539820
7,296,41,6,90,225,12,5,0,0,0,1033,1,53.49851820290,28.63578272600
9,306,94,5,1188,114,8,5,0,0,2,1247,9,53.47397687820,28.73348864530
9,266,1294,4,1562,356,9,4,0,0,14,1318,9,53.87274213280,28.54183905470
7,321,2051,3,531,227,10,4,0,0,26,1517,3,53.18748326030,28.71033107760
7,293,91,4,1520,199,11,4,0,0,10,1769,3,53.26310648700,28.43166606670
9,316,4894,4,218,25,11,5,0,0,13,1148,1,53.04571013750,28.62693548570
7,276,681,4,774,61,12,6,1,0,13,860,1,53.50230456480,28.31959019610
7,319,204,3,818,298,6,5,0,1,10,1098,10,53.02614097240,28.65300717990
7,332,773,3,256,245,11,5,0,0,19,1509,8,52.87071719230,28.77422696240
9,276,176,3,361,223,7,2,0,0,14,1005,9,53.55486461730,28.35216315280
4,276,6577,4,1830,311,14,4,-1,1,16,2176,5,53.62496082590,28.42691963100
7,328,462,4,421,143,11,5,0,0,4,1301,1,52.90396892650,28.73119454200
7,297,23,6,67,120,13,5,0,0,1,1055,1,53.54568369110,28.69358912510
9,297,304,4,416,135,7,5,0,0,9,1143,9,53.56973515730,28.72315253510
7,290,147,5,1682,354,8,6,0,0,2,1021,1,53.50961263610,28.56043474420
7,292,938,5,1034,22,10,6,0,0,4,1019,10,53.49024556140,28.56548929080
7,317,1782,3,657,86,14,4,0,0,26,1791,13,52.98989949730,28.62523781580
4,335,1612,3,84,23,13,4,0,0,26,2323,8,52.97210501070,28.79203619310
7,300,2905,3,254,60,13,5,1,-1,28,1260,3,53.30663142400,28.54684298450
7,283,2654,3,768,324,12,5,0,0,14,1244,3,53.53893153770,28.46529952110
7,298,33,6,241,45,13,6,0,0,1,999,1,53.23439095270,28.48875321110
7,304,123,3,684,284,11,4,0,0,7,1541,3,53.45562353540,28.69737659030
9,332,12141,3,254,219,11,5,0,0,29,1622,8,52.90015825490,28.76623292880
7,286,1340,3,2214,20,15,4,0,-1,24,1434,10,53.46325090100,28.45668290110
7,327,665,4,901,2,14,3,0,0,5,1365,1,52.90183057810,28.71697840170
7,278,1152,3,685,247,8,5,0,0,22,1777,5,53.59977219650,28.43642162100
7,290,5949,3,0,349,13,5,0,0,5,1178,3,53.48857619460,28.53108204490
7,285,58,6,108,279,6,5,0,0,2,1023,1,53.62053218250,28.59993010770
7,274,880,3,766,200,8,5,0,0,28,1713,10,53.62192812590,28.37594220160
9,268,1500,4,957,301,8,5,0,0,9,1269,1,53.82062127860,28.51382350220
7,335,102,4,488,0,6,4,0,0,1,1549,8,52.85599071270,28.79127227540
9,283,29,6,1140,90,8,5,0,0,2,1095,1,53.68855793760,28.64290346710
9,312,1760,2,120,79,16,4,3,1,38,1172,3,53.25216933860,28.64775195750
7,294,891,4,295,242,6,6,0,0,9,1012,1,53.54208911400,28.64799804800
9,307,232,3,123,226,8,5,-1,0,9,1216,9,53.45637779510,28.72955577790
7,306,4432,3,589,322,18,4,0,1,27,1409,3,53.25082402740,28.58455497700
7,260,156,5,323,348,10,5,0,0,2,1433,9,53.95300057940,28.49455431730
9,310,2674,5,695,246,8,5,0,0,1,1278,12,53.47753168550,28.78009980920
7,275,1767,5,3525,64,11,5,0,0,5,1214,1,53.72965614130,28.53950530450
7,268,1872,4,818,324,16,4,0,0,8,1776,5,53.73081573180,28.37138938900
7,287,92,4,1291,216,38,3,0,0,4,1047,1,53.53260850120,28.51728809390
7,270,954,4,210,28,27,3,0,0,10,1466,1,53.74510337590,28.44831720390
7,281,2421,3,523,25,15,4,0,0,37,1355,3,53.54284756280,28.43819205830
9,321,63,5,152,140,16,3,0,0,3,946,9,53.11393873830,28.68411325840
7,292,341,6,993,233,28,3,0,0,2,1043,1,53.59528180250,28.67296982520
9,283,115,5,174,303,9,5,0,0,1,1138,9,53.69768141030,28.65163596610
7,280,231,4,1548,159,14,5,0,0,4,1092,1,53.71222197200,28.62874133220
7,268,611,3,774,149,12,5,0,0,14,1562,5,53.71922117590,28.35704869950
7,290,261,4,852,21,10,5,0,0,5,1464,3,53.46309884960,28.51178809080
9,295,2702,2,924,88,11,5,1,0,33,1326,3,53.39485467200,28.52295151510
9,289,714,4,755,100,12,5,0,0,11,1406,3,53.47126205950,28.50626755010
9,313,728,3,782,120,10,5,0,0,14,1032,8,53.09549883250,28.60364443280
7,322,145,5,960,99,10,5,0,0,2,1096,10,52.99482766510,28.66992999480
9,287,3199,3,882,226,7,5,0,0,35,1572,3,53.68075375230,28.71251249680
7,327,935,3,420,270,12,4,0,0,9,1844,3,53.19908546780,28.75400561560
6,309,564,4,276,180,-14,1,0,0,4,824,1,53.14117832650,28.56504209790
9,284,225,5,84,81,12,5,0,0,6,1101,1,53.67952564790,28.65334369280
9,330,267,3,216,227,11,5,0,0,6,1133,10,53.07811588370,28.74714828890
7,302,2719,4,1590,180,11,6,0,0,0,988,10,53.18489857570,28.51275311610
7,303,689,4,780,189,10,5,0,0,5,1424,5,53.57521654660,28.80660812830
9,278,908,4,480,22,10,5,0,0,23,1142,12,53.54410406930,28.38044775700
7,271,34,5,1435,157,16,4,0,0,25,2193,5,53.69759969620,28.41134790250
7,325,370,4,816,119,15,4,0,0,6,1353,10,52.93855220690,28.69497559280
7,272,2741,4,1018,240,10,5,0,0,12,1421,12,53.74354115280,28.49485308650
7,289,1578,3,174,204,13,5,0,0,18,1328,3,53.47984164450,28.50840029170
7,263,1123,2,680,100,7,5,1,0,31,1482,12,53.90722452770,28.48811963080
7,277,3062,2,637,191,10,4,0,0,38,1860,6,53.59787915030,28.40886010260
7,325,848,2,60,222,11,5,0,0,19,1375,3,53.17880376050,28.73155598280
7,280,401,5,840,116,9,5,0,0,2,1117,9,53.63610362170,28.53460114680
7,276,5349,3,797,44,12,4,-1,0,39,1590,10,53.60288679680,28.39319791900
7,278,9519,3,60,84,9,5,-3,2,40,1498,10,53.56788382980,28.41217144980
7,266,122,3,169,227,7,5,-2,0,31,1617,10,53.80139651490,28.41816779440
9,332,1223,3,403,182,8,5,0,0,24,1610,8,52.89215665200,28.77060402960
7,280,1394,3,1464,78,12,4,0,0,2,2199,4,53.58713688320,28.45508661570
7,270,39,5,534,119,9,5,0,0,3,1462,4,53.68486988810,28.35847866340
7,275,48,6,108,246,6,6,0,0,1,895,1,53.53783079990,28.32085697450
7,257,9471,4,212,326,9,4,0,0,14,1503,9,54.00688119680,28.49174388570
4,273,187,3,1656,119,15,5,0,0,15,2369,5,53.67111506060,28.42001105020
7,317,214,3,536,181,12,4,0,0,9,1857,8,52.98756476390,28.62572432550
9,316,156,5,509,225,9,5,0,0,2,1280,9,53.44927953920,28.82334019060
7,313,478,4,872,126,7,5,0,0,2,1235,9,53.43720622090,28.77455692660
7,286,612,3,390,182,55,3,0,0,13,1140,3,53.49169121900,28.47821550490
9,311,1060,3,930,110,12,5,0,0,12,926,8,53.08352241600,28.57432269620
9,253,143,5,42,270,11,5,0,0,0,1096,1,54.02486871530,28.35572179110
9,298,41,6,403,36,9,5,0,0,2,1072,1,53.54881535540,28.71329138670
9,287,82,5,67,145,12,5,0,0,5,1319,1,53.67250769140,28.69834855280
9,286,171,3,684,183,12,5,-1,0,7,1009,9,53.40861898310,28.41205822740
7,292,197,5,1306,339,9,6,0,0,4,1012,9,53.49225434700,28.56728193650
7,266,535,3,4497,226,10,5,0,0,12,1708,12,53.81521253000,28.46238164600
7,316,2191,3,466,84,13,4,0,0,19,1598,8,53.01194427080,28.61627644160
7,328,67814,5,1950,63,16,4,0,0,12,1761,13,52.81937785070,28.73199993240
9,303,3699,3,1320,222,9,4,0,0,24,1368,3,53.55615049090,28.78442770030
7,329,2168,3,174,57,14,4,0,0,18,1905,13,52.78857014580,28.75234501830
7,326,63,4,42,183,11,5,0,0,9,1482,1,52.89657963990,28.70658467140
9,268,951,5,617,270,7,5,0,0,2,1169,9,53.83359463770,28.54796363300
9,277,529,4,420,357,8,4,0,0,5,1462,12,53.57852753490,28.38928459270
7,280,22,6,381,225,42,3,0,0,1,1098,1,53.63335394090,28.51016422680
7,320,33,6,1081,63,13,5,0,0,3,992,1,53.06631171940,28.67330497020
7,309,265,5,724,225,16,3,0,0,1,933,2,53.26226840160,28.62299899130
9,296,84,5,2190,213,12,5,0,0,1,1162,2,53.61652497490,28.76193141640
9,299,141,6,530,30,7,2,0,0,1,1075,1,53.53482400490,28.70922215000
7,297,19370,4,2495,3,15,4,0,-1,18,1317,3,53.21673971120,28.47124808010
7,308,152,5,1030,111,13,5,0,0,17,1389,3,53.21827258770,28.59693959760
7,313,680,3,1571,200,6,2,0,0,20,2198,5,53.52958130750,28.88945079270
4,307,463,5,30,225,-15,1,0,0,5,780,12,53.13509471190,28.54467821890
7,262,120,4,216,329,10,5,0,0,1,1349,12,53.92310622850,28.50384935470
9,331,132,3,600,239,10,5,0,0,6,1050,2,53.12201481130,28.77718139020
7,301,1066,2,931,2,16,5,-1,0,13,1136,10,53.35854698100,28.59925890400
9,307,10823,4,870,185,8,5,0,0,16,1607,5,53.56135276650,28.84174534980
7,265,239,4,432,3,11,5,0,0,8,1600,1,53.82058471590,28.39805148400
4,309,45816,4,4142,214,14,4,1,-2,28,2050,3,53.34276499610,28.66067636810
7,286,22,6,626,203,35,3,0,0,3,1028,1,53.57170788040,28.55636372140
7,269,419,3,1617,278,11,5,0,0,6,1474,10,53.67832962610,28.33716999540
7,324,1273,2,123,301,10,4,0,0,16,1537,3,53.18484352260,28.73148902910
7,302,534,5,268,15,14,3,0,0,2,989,1,53.34371050580,28.59981845310
9,303,395,5,1741,270,9,5,0,0,1,1239,1,53.55031921200,28.77968080320
4,274,1389,3,1158,49,13,4,0,0,15,2483,3,53.68518867760,28.44250043380
9,305,475,4,550,161,12,5,0,0,3,1051,3,53.36679872300,28.63424399470
9,303,309,5,990,109,10,5,0,0,6,1222,9,53.52913452500,28.74873478400
7,276,663,3,2340,296,9,4,0,0,16,2149,3,53.66436283620,28.45798230440
7,308,98,5,323,344,15,5,0,0,2,864,1,53.17950426970,28.57497358850
7,310,2827,3,1888,312,7,4,1,0,26,1604,5,53.54035647580,28.85664113200
7,294,2125,3,1474,13,15,5,0,0,16,1126,10,53.33187661790,28.47824370490
7,274,1611,3,763,56,12,4,0,0,10,1395,1,53.71675944550,28.48164424460
9,266,619,3,540,114,8,5,0,0,7,1303,9,53.86739016920,28.51297919040
7,257,1356,3,1299,25,11,4,0,0,19,1556,3,53.95430437790,28.35127965160
7,309,244,5,90,315,10,5,0,0,4,1250,2,53.43327321150,28.72729584660
7,280,905,3,3733,3,9,4,0,0,12,1334,12,53.66542308360,28.56326759870
7,285,262,5,547,53,9,2,0,0,4,1045,1,53.54383627830,28.50252815480
7,314,35,5,390,159,7,2,0,0,4,1211,1,53.41901920750,28.77279229060
9,313,616,4,1689,93,15,5,0,0,8,954,8,53.11836758990,28.60511931200
7,260,5051,3,674,345,8,4,0,0,29,1702,1,53.95628848790,28.48049291710
7,306,1135,3,276,233,10,6,0,0,16,986,10,53.22217982760,28.56639690350
7,302,245,4,1355,122,11,5,0,0,7,1643,3,53.45650258820,28.67228038730
7,287,86,6,648,274,11,5,0,0,3,1182,1,53.44031743450,28.44557672820
7,302,4779,5,318,107,16,5,0,0,6,1553,3,53.46781472890,28.67897761890
9,258,367,4,566,329,12,4,0,0,5,1344,12,53.94496588550,28.41824036620
9,310,14913,4,792,190,13,5,0,0,13,1104,3,53.26304384510,28.64146146430
7,327,379,4,2262,227,12,5,0,0,7,1243,2,52.98531839990,28.71573282760
6,309,62,5,1060,225,-25,1,0,0,1,822,2,53.15332296550,28.57397356620
7,306,1009,3,510,223,9,5,0,0,17,1632,5,53.56629751980,28.84239322830
7,293,17,7,450,198,45,3,0,0,0,1003,1,53.47802080050,28.57616160330
7,264,5782,3,1689,41,13,4,0,0,31,1686,10,53.84980340870,28.40771860570
9,323,283,3,429,92,10,5,0,0,19,1018,9,53.11525617610,28.69844643970
7,332,1394,4,60,83,13,5,0,0,11,1378,2,52.84194528980,28.77028141810
7,302,382,4,429,22,43,3,0,0,4,1008,2,53.33734808160,28.59720059680
7,301,5220,3,0,79,17,5,1,-1,21,1107,3,53.33861309530,28.58519530130
7,304,6019,3,2975,251,12,4,0,0,35,1732,3,53.27591722800,28.57949964770
7,288,364,5,450,288,17,2,0,0,3,1023,1,53.61135600240,28.64023374170
7,327,101,5,234,45,12,5,0,0,1,1010,9,53.09875903390,28.73290283180
7,268,1828,4,3544,322,14,4,0,0,7,1646,12,53.78865997030,28.47038432500
7,296,47,6,84,78,15,3,0,0,1,1028,10,53.43770257390,28.57593814120
9,277,1479,3,342,181,9,5,1,0,20,1062,10,53.53975178960,28.36000059160
7,307,439,3,379,35,13,5,0,0,8,1242,2,53.44667090680,28.71658024260
7,301,456,5,30,300,7,6,0,0,1,959,1,53.40215891500,28.61291352940
9,321,375,3,1221,5,7,2,0,0,9,963,10,53.15703854680,28.69831651670
7,298,48,6,730,341,9,6,0,0,1,999,1,53.29573438200,28.51804405360
7,305,6171,4,1064,243,12,4,0,1,24,1595,5,53.57140967920,28.82471998500
7,290,1688,3,615,26,12,5,0,0,20,1301,1,53.44366565430,28.49011215620
7,281,245,5,150,288,32,5,0,0,1,1071,1,53.61063769420,28.50988800570
7,306,2890,3,1659,308,14,4,0,-1,23,1348,3,53.26807126770,28.59587327960
9,314,107,4,1223,150,11,5,0,0,9,1058,8,53.09218332160,28.60807352830
7,285,61,5,150,180,11,5,0,0,1,1091,1,53.50971794210,28.47575315600
7,329,2380,4,60,67,13,5,0,0,11,1278,2,52.88567124660,28.73216725250
9,298,44,6,169,105,7,5,0,0,3,1075,1,53.53366301300,28.69988427910
7,264,1308,3,2473,109,9,5,0,0,14,1619,12,53.86693589580,28.46476555210
9,262,1965,3,872,151,9,5,0,1,25,1567,1,53.91693245080,28.47355494000
9,318,17883,3,1242,250,10,4,0,0,38,1385,3,53.19496496330,28.68649153650
9,289,204,6,1583,116,10,5,0,0,1,1150,12,53.39665305080,28.43828051570
7,286,250,3,626,115,10,5,0,0,8,1211,12,53.43806674960,28.42518627180
7,266,1357,3,2118,196,10,5,0,0,19,1710,12,53.84426810030,28.48960551640
9,286,636,2,361,155,11,5,1,0,31,1075,9,53.42103955900,28.42217603960
9,258,1317,4,150,268,9,4,0,0,11,1423,1,53.97280722720,28.44684526330
7,305,1355,3,3238,235,14,4,1,0,27,1697,3,53.40623130770,28.65977823540
7,262,201,4,84,328,9,5,0,0,5,1363,12,53.91647810180,28.49652394770
9,298,666,3,1015,197,9,5,0,0,13,1158,1,53.52225449900,28.68000527040
9,319,299,6,480,173,8,6,0,0,2,915,1,53.12482721560,28.67165811310
7,341,732,2,349,190,9,4,0,0,10,1510,9,52.98470490610,28.85372462180
7,324,3208,3,680,75,15,5,0,0,17,1369,2,52.93254334620,28.69031881510
9,297,1619,2,402,175,8,5,0,0,23,1196,1,53.34258870850,28.52104453820
7,290,687,4,1020,176,8,5,0,0,7,1075,10,53.50792073630,28.55158326690
7,319,1030,4,886,13,14,4,0,0,13,1820,8,52.97537008360,28.64015032530
7,283,30,6,30,143,7,5,0,0,2,1163,1,53.51622593680,28.44607617090
7,303,2896,3,2308,201,12,4,1,0,30,1581,3,53.44220520210,28.66358487210
7,260,120,4,256,347,10,5,0,0,3,1427,12,53.96545481040,28.50116915980
4,334,229,3,254,174,10,5,0,0,13,2497,8,52.91535669780,28.78311074270
9,273,247,4,1050,147,7,5,0,0,6,1153,2,53.79072310740,28.59213658290
7,271,2674,2,442,69,10,5,0,0,39,1738,4,53.67715726770,28.37599712450
7,293,75,5,150,135,16,2,0,0,2,1016,1,53.55575776740,28.64839910750
9,274,4380,4,948,310,13,5,0,0,19,1004,9,53.56676409460,28.33871210250
9,270,311,6,2779,293,11,5,0,0,3,1133,12,53.65940461950,28.33663903960
9,288,230,4,1513,270,11,5,0,0,0,1173,12,53.39345553610,28.43008297430
9,261,2176,3,570,319,9,4,0,-1,15,1367,9,53.94677357540,28.51947165040
7,279,1081,3,1741,311,13,4,2,0,24,1346,12,53.53340958590,28.40079375510
7,330,693,4,268,233,25,3,0,0,2,1133,10,53.07304086630,28.74939627960
7,271,493,3,1804,355,10,4,0,0,16,1531,12,53.75710701900,28.49049809030
7,316,127,6,161,310,12,5,0,0,4,1257,9,53.37885559150,28.75592243140
9,286,360,5,192,210,10,5,0,0,4,1074,1,53.65581702390,28.66143381870
7,286,321,4,1302,335,8,2,0,0,6,1032,1,53.59720724150,28.58726128620
7,273,1302,2,30,223,11,5,0,0,29,1293,10,53.63773625060,28.36828999210
7,313,872,3,1135,27,6,5,0,0,22,2117,5,53.52628883550,28.88068718000
7,322,4565,4,536,85,14,5,0,0,9,1228,1,52.96743014740,28.66326540230
9,289,146,4,986,67,12,2,0,0,4,1021,1,53.58575348660,28.61203743170
4,335,5657,3,0,358,18,4,0,0,39,2099,2,52.97829919700,28.79654314990
7,294,110,6,600,74,17,3,0,0,2,1020,1,53.55592956730,28.65612932910
7,271,67,5,1142,180,9,6,0,0,1,985,9,53.61751768780,28.31860478960
7,331,918,4,123,17,14,4,0,0,15,1599,2,52.81211531920,28.76565295180
7,304,966,6,1033,311,9,5,0,0,5,1171,2,53.47823685950,28.71073165940
9,298,574,3,1140,32,13,5,0,0,13,1087,2,53.23227640270,28.48060506310
7,291,739,3,732,260,13,4,0,0,7,1428,3,53.46125267590,28.52250193460
9,309,136,6,182,138,10,6,0,0,5,909,1,53.19350129030,28.58832271540
9,256,517,4,530,97,10,5,0,0,5,1332,1,53.99502965980,28.43882345010
9,300,406,6,874,239,12,6,0,0,5,986,10,53.26499526820,28.52694221000
9,269,68,5,390,343,9,5,0,0,8,1190,9,53.80931748400,28.53410006520
7,298,380,4,420,354,33,3,0,0,9,1063,1,53.40715071700,28.57894603070
9,331,3274,4,391,271,10,5,0,0,7,1012,3,53.14854351470,28.78387841680
7,325,1481,3,67,225,12,5,0,0,24,1292,3,53.17636893690,28.73051870470
9,315,571,5,607,303,12,5,0,0,1,1116,8,53.06321897830,28.61842260700
7,311,1484,4,2442,66,17,4,0,0,3,1552,3,53.18261581680,28.61428228030
7,331,4636,3,349,22,18,4,0,0,26,1673,2,53.03469447280,28.76009304550
9,292,113,5,335,110,13,5,0,0,4,1099,10,53.38218851050,28.46848088550
7,272,32,5,284,251,13,5,0,0,0,970,9,53.59965624960,28.32266326210
7,306,351,4,510,184,12,5,0,0,3,887,12,53.18424047050,28.55377993800
7,318,128,4,283,340,8,5,0,0,11,1128,1,53.03438518510,28.63755972520
9,256,193,4,624,62,7,2,0,0,6,1326,1,53.99150626010,28.43453357790
7,272,1361,4,702,159,11,5,0,0,9,1595,4,53.66140426630,28.37767948270
9,313,736,4,240,132,9,5,0,0,9,1260,1,53.45432118130,28.79157722270
